product_id,product_name,product_category,subcategory,gender,size,color,price,discount_applied,units_sold,sales_date,store_location,channel,season,inventory_level,restock_indicator,revenue,discounted_price
UQ00324,Leggings Pants,Bottoms,Skirts,Unisex,XXL,Red,57.85,11.57,6,2025-01-12,"Chicago, IL",Online,Summer,71,No,347.1,-611.4745
UQ00325,Chino Shorts,Bottoms,Shorts,Women,M,Blue,69.2,0.0,14,2025-01-14,"San Francisco, CA",Online,Winter,11,Yes,968.8000000000001,69.2
UQ00326,HeatTech Scarf,Accessories,Scarves,Men,M,Beige,137.56,0.0,8,2024-12-05,"New York, NY",Online,Summer,61,No,1100.48,137.56
UQ00327,Linen Shirt,Tops,Blouses,Women,S,Blue,24.01,7.2,1,2024-09-07,"New York, NY",Online,Fall,59,No,24.01,-148.86200000000002
UQ00328,Ultra Stretch Jeans,Bottoms,Shorts,Men,M,Gray,92.91,18.58,12,2025-04-05,"Los Angeles, CA",Online,Fall,99,No,1114.92,-1633.3577999999998
UQ00329,AIRism T-Shirt,Tops,Blouses,Men,S,Gray,138.53,0.0,5,2024-12-05,"Houston, TX",Online,Spring,36,No,692.65,138.53
UQ00330,HeatTech Scarf,Accessories,Scarves,Unisex,XXL,Blue,108.91,10.89,10,2025-04-14,"Los Angeles, CA",Online,Winter,91,No,1089.1,-1077.1199
UQ00331,Ultra Light Down Jacket,Outerwear,Coats,Women,L,White,62.32,18.7,9,2024-11-10,"Chicago, IL",In-Store,Winter,50,No,560.88,-1103.0639999999999
UQ00332,UV Cut Hat,Accessories,Bags,Women,S,Beige,113.0,0.0,8,2024-08-17,"Chicago, IL",Online,Spring,40,No,904.0,113.0
UQ00333,Chino Shorts,Bottoms,Jeans,Unisex,S,Navy,139.48,13.95,1,2024-07-11,"Los Angeles, CA",Online,Winter,45,No,139.48,-1806.2659999999998
UQ00334,Linen Shirt,Tops,Shirts,Unisex,XL,Beige,42.93,0.0,14,2024-07-12,"Los Angeles, CA",In-Store,Fall,35,No,601.02,42.93
UQ00335,Cotton Long Sleeve,Tops,T-Shirts,Unisex,XS,White,27.35,0.0,1,2025-02-15,"New York, NY",In-Store,Fall,62,No,27.35,27.35
UQ00336,Ultra Light Down Jacket,Outerwear,Coats,Unisex,XL,Beige,53.5,16.05,19,2024-11-19,"Houston, TX",Online,Fall,39,No,1016.5,-805.1750000000001
UQ00337,Hooded Coat,Outerwear,Jackets,Women,XL,Blue,95.01,19.0,15,2024-10-20,"Chicago, IL",Online,Fall,72,No,1425.15,-1710.18
UQ00338,Hooded Coat,Outerwear,Jackets,Unisex,L,Beige,114.09,22.82,10,2024-11-16,"San Francisco, CA",In-Store,Summer,51,No,1140.9,-2489.4438
UQ00339,UV Cut Hat,Accessories,Hats,Unisex,XL,Gray,120.19,36.06,9,2024-11-11,"New York, NY",In-Store,Fall,34,No,1081.71,-4213.8614
UQ00340,Leggings Pants,Bottoms,Shorts,Women,XS,Red,65.64,6.56,11,2024-12-03,"Los Angeles, CA",Online,Spring,37,No,722.04,-364.9584
UQ00341,AIRism T-Shirt,Tops,T-Shirts,Women,L,Black,58.39,11.68,18,2025-05-06,"Chicago, IL",In-Store,Fall,90,No,1051.02,-623.6052
UQ00342,UV Cut Hat,Accessories,Scarves,Women,XL,Red,113.15,33.95,17,2025-03-15,"New York, NY",In-Store,Summer,42,No,1923.5500000000002,-3728.2925000000005
UQ00343,Ultra Light Down Jacket,Outerwear,Parkas,Men,XL,Gray,14.5,1.45,19,2024-06-26,"New York, NY",In-Store,Summer,53,No,275.5,-6.5249999999999995
UQ00344,Cotton Long Sleeve,Tops,T-Shirts,Men,XXL,Blue,34.59,0.0,7,2025-02-21,"Los Angeles, CA",In-Store,Fall,51,No,242.13000000000002,34.59
UQ00345,Ultra Stretch Jeans,Bottoms,Shorts,Unisex,XL,Red,68.55,0.0,1,2025-02-13,"Chicago, IL",Online,Winter,48,No,68.55,68.55
UQ00346,Linen Shirt,Tops,T-Shirts,Unisex,S,Navy,119.17,0.0,11,2025-02-10,"San Francisco, CA",Online,Summer,21,No,1310.8700000000001,119.17
UQ00347,Hooded Coat,Outerwear,Jackets,Men,XL,Beige,40.71,0.0,18,2024-07-13,"New York, NY",In-Store,Fall,84,No,732.78,40.71
UQ00348,HeatTech Scarf,Accessories,Scarves,Women,S,Red,82.02,0.0,17,2024-06-28,"San Francisco, CA",Online,Winter,83,No,1394.34,82.02
UQ00349,Ultra Light Down Jacket,Outerwear,Jackets,Men,XXL,Gray,74.16,0.0,20,2024-11-08,"Houston, TX",In-Store,Winter,85,No,1483.1999999999998,74.16
UQ00350,Chino Shorts,Bottoms,Skirts,Men,S,Black,21.85,0.0,8,2025-03-14,"Los Angeles, CA",In-Store,Winter,48,No,174.8,21.85
UQ00351,Ultra Stretch Jeans,Bottoms,Skirts,Men,XL,Red,51.84,0.0,13,2024-10-14,"New York, NY",Online,Summer,93,No,673.9200000000001,51.84
UQ00352,BlockTech Parka,Outerwear,Coats,Unisex,S,Black,114.89,22.98,19,2025-04-11,"Los Angeles, CA",In-Store,Summer,61,No,2182.91,-2525.2822
UQ00353,Cotton Long Sleeve,Tops,T-Shirts,Men,XL,Beige,38.62,3.86,17,2025-05-05,"Chicago, IL",In-Store,Winter,44,No,656.54,-110.45319999999998
UQ00354,HeatTech Scarf,Accessories,Scarves,Unisex,S,Gray,62.78,6.28,16,2024-07-17,"San Francisco, CA",In-Store,Summer,39,No,1004.48,-331.4784
UQ00355,Linen Shirt,Tops,Blouses,Men,L,Red,92.14,0.0,1,2024-09-09,"Chicago, IL",Online,Summer,77,No,92.14,92.14
UQ00356,UV Cut Hat,Accessories,Bags,Women,M,Gray,109.87,21.97,18,2024-08-18,"Chicago, IL",In-Store,Fall,65,No,1977.66,-2303.9739
UQ00357,Ultra Light Down Jacket,Outerwear,Jackets,Women,S,Navy,84.72,8.47,17,2024-08-17,"New York, NY",Online,Winter,93,No,1440.24,-632.8584000000001
UQ00358,Linen Shirt,Tops,Shirts,Unisex,L,White,88.25,8.83,4,2024-12-30,"New York, NY",Online,Fall,0,Yes,353.0,-690.9975000000001
UQ00359,Mini Shoulder Bag,Accessories,Hats,Men,XL,Red,56.71,17.01,7,2024-11-26,"Chicago, IL",Online,Summer,2,Yes,396.97,-907.9271000000001
UQ00360,UV Cut Hat,Accessories,Hats,Women,XS,Navy,62.16,18.65,10,2024-07-29,"Los Angeles, CA",Online,Fall,82,No,621.5999999999999,-1097.1239999999998
UQ00361,Leggings Pants,Bottoms,Shorts,Unisex,M,Gray,100.06,0.0,1,2024-11-15,"Houston, TX",In-Store,Summer,86,No,100.06,100.06
UQ00362,HeatTech Scarf,Accessories,Hats,Women,XXL,Gray,146.95,29.39,18,2024-08-15,"New York, NY",Online,Winter,6,Yes,2645.1,-4171.9105
UQ00363,UV Cut Hat,Accessories,Bags,Women,S,Beige,102.15,0.0,1,2024-09-21,"Houston, TX",Online,Winter,56,No,102.15,102.15
UQ00364,UV Cut Hat,Accessories,Hats,Men,XL,Black,40.98,12.29,8,2024-12-01,"San Francisco, CA",In-Store,Spring,53,No,327.84,-462.66419999999994
UQ00365,UV Cut Hat,Accessories,Bags,Unisex,XS,Blue,57.4,0.0,5,2024-09-10,"Chicago, IL",In-Store,Fall,66,No,287.0,57.4
UQ00366,UV Cut Hat,Accessories,Scarves,Unisex,XL,Blue,134.14,13.41,15,2025-05-10,"San Francisco, CA",In-Store,Fall,7,Yes,2012.1,-1664.6773999999998
UQ00367,HeatTech Scarf,Accessories,Scarves,Women,L,Navy,23.82,0.0,14,2025-05-29,"San Francisco, CA",In-Store,Fall,31,No,333.48,23.82
UQ00368,Cotton Long Sleeve,Tops,Blouses,Unisex,M,Black,129.7,25.94,11,2024-07-04,"Houston, TX",Online,Fall,15,Yes,1426.6999999999998,-3234.718
UQ00369,Hooded Coat,Outerwear,Parkas,Women,XS,White,65.51,0.0,5,2024-11-24,"San Francisco, CA",In-Store,Winter,53,No,327.55,65.51
UQ00370,BlockTech Parka,Outerwear,Jackets,Men,XL,Red,38.6,7.72,16,2025-04-14,"San Francisco, CA",Online,Summer,81,No,617.6,-259.392
UQ00371,AIRism T-Shirt,Tops,T-Shirts,Unisex,L,Red,11.72,2.34,7,2025-05-05,"New York, NY",In-Store,Spring,32,No,82.04,-15.704799999999999
UQ00372,BlockTech Parka,Outerwear,Coats,Men,L,Red,39.0,0.0,19,2025-05-03,"Houston, TX",In-Store,Winter,18,Yes,741.0,39.0
UQ00373,UV Cut Hat,Accessories,Hats,Women,XS,Black,91.53,27.46,18,2025-01-04,"Chicago, IL",In-Store,Spring,1,Yes,1647.54,-2421.8838
UQ00374,AIRism T-Shirt,Tops,T-Shirts,Women,S,Gray,137.39,0.0,5,2024-07-13,"Chicago, IL",Online,Winter,19,Yes,686.9499999999999,137.39
UQ00375,Chino Shorts,Bottoms,Skirts,Women,L,Beige,56.92,17.08,2,2024-06-24,"San Francisco, CA",In-Store,Spring,66,No,113.84,-915.2735999999999
UQ00376,HeatTech Scarf,Accessories,Bags,Women,XXL,Gray,92.54,9.25,12,2025-02-13,"New York, NY",Online,Spring,19,Yes,1110.48,-763.455
UQ00377,HeatTech Scarf,Accessories,Bags,Unisex,M,Blue,97.28,29.18,6,2024-12-31,"Chicago, IL",In-Store,Winter,93,No,583.6800000000001,-2741.3504
UQ00378,BlockTech Parka,Outerwear,Jackets,Men,S,Red,60.69,18.21,12,2025-04-25,"New York, NY",Online,Summer,98,No,728.28,-1044.4749
UQ00379,Linen Shirt,Tops,T-Shirts,Men,M,Beige,142.68,42.8,12,2024-06-10,"Chicago, IL",Online,Fall,23,No,1712.16,-5964.023999999999
UQ00380,Ultra Stretch Jeans,Bottoms,Shorts,Men,XS,White,25.89,5.18,14,2024-07-11,"Chicago, IL",In-Store,Winter,86,No,362.46000000000004,-108.22019999999999
UQ00381,Hooded Coat,Outerwear,Coats,Women,M,Gray,121.88,36.56,17,2025-05-30,"San Francisco, CA",In-Store,Spring,80,No,2071.96,-4334.0528
UQ00382,Chino Shorts,Bottoms,Shorts,Unisex,XS,Gray,47.51,4.75,8,2025-03-24,"Chicago, IL",Online,Winter,65,No,380.08,-178.1625
UQ00383,AIRism T-Shirt,Tops,T-Shirts,Women,M,Blue,98.59,9.86,7,2025-04-30,"San Francisco, CA",Online,Fall,72,No,690.13,-873.5074
UQ00384,HeatTech Scarf,Accessories,Bags,Men,L,Gray,29.41,5.88,11,2024-09-04,"Houston, TX",In-Store,Winter,3,Yes,323.51,-143.5208
UQ00385,Linen Shirt,Tops,Blouses,Men,M,White,28.42,5.68,13,2024-08-08,"Chicago, IL",In-Store,Spring,97,No,369.46000000000004,-133.0056
UQ00386,Linen Shirt,Tops,T-Shirts,Women,XXL,Red,48.02,9.6,11,2024-11-09,"Los Angeles, CA",In-Store,Spring,69,No,528.22,-412.97200000000004
UQ00387,Leggings Pants,Bottoms,Jeans,Men,XS,Red,137.9,0.0,10,2024-12-10,"Los Angeles, CA",In-Store,Fall,99,No,1379.0,137.9
UQ00388,Ultra Stretch Jeans,Bottoms,Shorts,Unisex,XXL,Gray,79.63,0.0,2,2024-12-08,"Houston, TX",In-Store,Winter,16,Yes,159.26,79.63
UQ00389,Mini Shoulder Bag,Accessories,Bags,Women,L,Red,66.63,13.33,6,2024-08-27,"Houston, TX",Online,Spring,75,No,399.78,-821.5478999999999
UQ00390,Ultra Light Down Jacket,Outerwear,Jackets,Unisex,M,Navy,38.8,3.88,10,2025-05-06,"San Francisco, CA",In-Store,Summer,85,No,388.0,-111.74399999999999
UQ00391,Leggings Pants,Bottoms,Shorts,Women,XXL,Blue,29.06,8.72,6,2024-11-07,"Houston, TX",In-Store,Winter,90,No,174.35999999999999,-224.3432
UQ00392,Cotton Long Sleeve,Tops,Blouses,Unisex,M,Gray,93.54,18.71,12,2025-05-21,"Chicago, IL",Online,Winter,52,No,1122.48,-1656.5934000000002
UQ00393,BlockTech Parka,Outerwear,Coats,Women,XL,Red,34.45,0.0,13,2024-06-27,"San Francisco, CA",In-Store,Spring,16,Yes,447.85,34.45
UQ00394,UV Cut Hat,Accessories,Scarves,Women,XXL,White,68.53,6.85,14,2024-08-07,"Los Angeles, CA",In-Store,Fall,63,No,959.4200000000001,-400.90049999999997
UQ00395,UV Cut Hat,Accessories,Bags,Men,L,White,59.44,0.0,11,2024-10-30,"San Francisco, CA",In-Store,Summer,64,No,653.8399999999999,59.44
UQ00396,Hooded Coat,Outerwear,Parkas,Men,M,Beige,21.49,2.15,4,2024-06-05,"Los Angeles, CA",In-Store,Summer,25,No,85.96,-24.713499999999996
UQ00397,Chino Shorts,Bottoms,Jeans,Unisex,S,Beige,19.45,0.0,11,2024-11-03,"Houston, TX",In-Store,Summer,39,No,213.95,19.45
UQ00398,UV Cut Hat,Accessories,Scarves,Men,XS,Blue,71.11,0.0,4,2024-09-15,"San Francisco, CA",Online,Summer,58,No,284.44,71.11
UQ00399,Chino Shorts,Bottoms,Shorts,Women,L,Beige,51.5,0.0,3,2025-05-30,"Los Angeles, CA",Online,Fall,53,No,154.5,51.5
UQ00400,Linen Shirt,Tops,Shirts,Women,XXL,White,76.55,7.66,15,2025-04-05,"Los Angeles, CA",Online,Winter,23,No,1148.25,-509.823
UQ00401,Ultra Stretch Jeans,Bottoms,Shorts,Men,L,Red,141.06,14.11,5,2025-04-05,"Los Angeles, CA",Online,Winter,55,No,705.3,-1849.2966
UQ00402,HeatTech Scarf,Accessories,Bags,Women,M,Gray,39.99,12.0,4,2024-11-28,"New York, NY",Online,Summer,19,Yes,159.96,-439.89000000000004
UQ00403,BlockTech Parka,Outerwear,Coats,Women,L,Blue,32.58,3.26,20,2024-09-23,"New York, NY",Online,Winter,80,No,651.5999999999999,-73.6308
UQ00404,Ultra Stretch Jeans,Bottoms,Shorts,Unisex,M,Beige,79.39,15.88,13,2024-11-16,"New York, NY",Online,Spring,97,No,1032.07,-1181.3232
UQ00405,AIRism T-Shirt,Tops,Blouses,Unisex,M,Beige,97.17,29.15,2,2025-03-02,"Chicago, IL",Online,Summer,72,No,194.34,-2735.3354999999997
UQ00406,Chino Shorts,Bottoms,Jeans,Women,XS,Blue,20.42,2.04,17,2025-03-15,"San Francisco, CA",Online,Winter,0,Yes,347.14000000000004,-21.236800000000002
UQ00407,AIRism T-Shirt,Tops,Blouses,Women,S,Beige,79.27,7.93,11,2025-04-05,"San Francisco, CA",Online,Spring,41,No,871.9699999999999,-549.3411
UQ00408,UV Cut Hat,Accessories,Scarves,Unisex,XXL,White,74.26,22.28,3,2025-01-06,"San Francisco, CA",Online,Summer,2,Yes,222.78000000000003,-1580.2528000000002
UQ00409,Cotton Long Sleeve,Tops,T-Shirts,Unisex,M,Black,20.79,2.08,12,2025-02-17,"Los Angeles, CA",In-Store,Fall,43,No,249.48,-22.4532
UQ00410,Hooded Coat,Outerwear,Coats,Women,XL,White,145.38,0.0,6,2025-03-11,"Houston, TX",Online,Spring,97,No,872.28,145.38
UQ00411,BlockTech Parka,Outerwear,Jackets,Men,L,Beige,24.33,0.0,5,2024-12-11,"Chicago, IL",Online,Summer,43,No,121.64999999999999,24.33
UQ00412,Mini Shoulder Bag,Accessories,Hats,Men,L,Blue,122.94,0.0,17,2024-08-04,"Chicago, IL",In-Store,Spring,60,No,2089.98,122.94
UQ00413,Cotton Long Sleeve,Tops,Shirts,Unisex,L,Beige,120.5,0.0,17,2024-08-17,"Houston, TX",In-Store,Spring,46,No,2048.5,120.5
UQ00414,BlockTech Parka,Outerwear,Jackets,Women,L,Beige,22.04,4.41,16,2024-09-28,"Houston, TX",In-Store,Fall,87,No,352.64,-75.1564
UQ00415,Cotton Long Sleeve,Tops,Shirts,Women,S,Beige,116.07,0.0,17,2024-08-28,"New York, NY",Online,Winter,86,No,1973.1899999999998,116.07
UQ00416,AIRism T-Shirt,Tops,Blouses,Unisex,L,Blue,111.27,0.0,16,2024-06-27,"Chicago, IL",In-Store,Summer,69,No,1780.32,111.27
UQ00417,Ultra Light Down Jacket,Outerwear,Coats,Men,XS,Gray,147.18,14.72,18,2025-01-15,"San Francisco, CA",In-Store,Summer,88,No,2649.2400000000002,-2019.3096000000003
UQ00418,HeatTech Scarf,Accessories,Hats,Unisex,XXL,Black,100.43,20.09,9,2025-03-17,"San Francisco, CA",Online,Winter,25,No,903.8700000000001,-1917.2087000000001
UQ00419,Hooded Coat,Outerwear,Coats,Women,XXL,Blue,15.42,4.63,10,2025-01-01,"New York, NY",Online,Winter,15,Yes,154.2,-55.974599999999995
UQ00420,HeatTech Scarf,Accessories,Bags,Unisex,XL,White,139.43,27.89,7,2024-06-28,"Los Angeles, CA",In-Store,Fall,13,Yes,976.01,-3749.2727000000004
UQ00421,UV Cut Hat,Accessories,Bags,Unisex,XXL,Red,26.77,0.0,7,2025-03-22,"Los Angeles, CA",In-Store,Spring,8,Yes,187.39,26.77
UQ00422,Ultra Light Down Jacket,Outerwear,Parkas,Women,M,Blue,36.86,0.0,8,2024-10-04,"San Francisco, CA",Online,Spring,58,No,294.88,36.86
UQ00423,Hooded Coat,Outerwear,Parkas,Unisex,XL,Black,142.1,42.63,18,2024-06-27,"San Francisco, CA",In-Store,Spring,94,No,2557.7999999999997,-5915.6230000000005
UQ00424,AIRism T-Shirt,Tops,T-Shirts,Women,XXL,Red,130.59,26.12,7,2024-06-24,"New York, NY",In-Store,Summer,98,No,914.13,-3280.4208000000003
UQ00425,UV Cut Hat,Accessories,Hats,Women,XS,Blue,54.57,16.37,10,2025-01-17,"Los Angeles, CA",Online,Winter,16,Yes,545.7,-838.7409
UQ00426,Ultra Light Down Jacket,Outerwear,Parkas,Unisex,XL,Red,100.92,10.09,3,2024-12-07,"Chicago, IL",Online,Summer,59,No,302.76,-917.3628
UQ00427,AIRism T-Shirt,Tops,Shirts,Unisex,M,Blue,77.25,23.18,3,2024-12-17,"San Francisco, CA",Online,Spring,36,No,231.75,-1713.405
UQ00428,Mini Shoulder Bag,Accessories,Scarves,Unisex,L,Red,84.14,25.24,12,2025-05-28,"Los Angeles, CA",In-Store,Winter,38,No,1009.6800000000001,-2039.5536
UQ00429,Chino Shorts,Bottoms,Skirts,Men,XL,Blue,54.04,16.21,17,2025-05-02,"Chicago, IL",Online,Spring,3,Yes,918.68,-821.9484
UQ00430,Ultra Stretch Jeans,Bottoms,Shorts,Women,S,White,120.6,36.18,13,2024-12-28,"San Francisco, CA",In-Store,Fall,81,No,1567.8,-4242.708
UQ00431,Chino Shorts,Bottoms,Skirts,Unisex,S,Beige,82.72,16.54,13,2024-08-05,"San Francisco, CA",Online,Spring,41,No,1075.36,-1285.4687999999999
UQ00432,Cotton Long Sleeve,Tops,T-Shirts,Men,S,Navy,132.63,0.0,2,2024-06-27,"San Francisco, CA",Online,Winter,54,No,265.26,132.63
UQ00433,Hooded Coat,Outerwear,Parkas,Unisex,XXL,White,74.57,7.46,2,2024-12-19,"Los Angeles, CA",In-Store,Winter,29,No,149.14,-481.72219999999993
UQ00434,AIRism T-Shirt,Tops,T-Shirts,Women,M,Gray,9.93,0.0,13,2024-07-06,"Chicago, IL",Online,Summer,12,Yes,129.09,9.93
UQ00435,Cotton Long Sleeve,Tops,Blouses,Unisex,S,Black,63.65,12.73,3,2025-05-01,"San Francisco, CA",Online,Fall,38,No,190.95,-746.6145
UQ00436,UV Cut Hat,Accessories,Scarves,Unisex,XXL,Black,11.23,3.37,17,2024-08-16,"New York, NY",In-Store,Spring,92,No,190.91,-26.6151
UQ00437,Ultra Light Down Jacket,Outerwear,Parkas,Unisex,XS,Red,15.16,3.03,12,2024-07-01,"Houston, TX",Online,Fall,56,No,181.92000000000002,-30.7748
UQ00438,HeatTech Scarf,Accessories,Bags,Women,XXL,Blue,91.21,9.12,12,2025-01-22,"Chicago, IL",In-Store,Spring,9,Yes,1094.52,-740.6251999999998
UQ00439,Ultra Light Down Jacket,Outerwear,Coats,Unisex,XS,Beige,22.74,6.82,7,2024-07-01,"New York, NY",In-Store,Spring,83,No,159.17999999999998,-132.3468
UQ00440,AIRism T-Shirt,Tops,T-Shirts,Men,L,Navy,113.16,33.95,17,2025-02-22,"Houston, TX",In-Store,Winter,2,Yes,1923.72,-3728.6220000000003
UQ00441,Linen Shirt,Tops,T-Shirts,Unisex,XL,Red,75.32,22.6,18,2025-05-05,"Chicago, IL",Online,Summer,67,No,1355.7599999999998,-1626.912
UQ00442,Leggings Pants,Bottoms,Jeans,Unisex,M,Navy,110.08,11.01,5,2024-09-04,"New York, NY",In-Store,Spring,24,No,550.4,-1101.9008
UQ00443,Mini Shoulder Bag,Accessories,Scarves,Women,XS,Gray,48.72,0.0,14,2024-11-08,"New York, NY",Online,Winter,78,No,682.0799999999999,48.72
UQ00444,UV Cut Hat,Accessories,Hats,Men,M,Blue,69.79,13.96,17,2024-07-21,"Chicago, IL",In-Store,Summer,87,No,1186.43,-904.4784000000002
UQ00445,AIRism T-Shirt,Tops,Shirts,Women,XL,Beige,27.32,2.73,5,2025-06-05,"New York, NY",In-Store,Summer,60,No,136.6,-47.2636
UQ00446,Ultra Light Down Jacket,Outerwear,Coats,Unisex,S,Gray,46.16,0.0,6,2025-05-16,"San Francisco, CA",In-Store,Winter,38,No,276.96,46.16
UQ00447,Ultra Light Down Jacket,Outerwear,Jackets,Women,XL,Blue,132.98,0.0,14,2025-01-12,"New York, NY",In-Store,Fall,87,No,1861.7199999999998,132.98
UQ00448,Ultra Stretch Jeans,Bottoms,Skirts,Women,S,Navy,75.34,0.0,13,2024-09-08,"Houston, TX",Online,Fall,97,No,979.4200000000001,75.34
UQ00449,Ultra Light Down Jacket,Outerwear,Parkas,Unisex,L,Red,33.28,3.33,20,2025-01-15,"Los Angeles, CA",Online,Winter,3,Yes,665.6,-77.5424
UQ00450,Leggings Pants,Bottoms,Jeans,Men,XS,Black,42.33,8.47,20,2025-01-21,"San Francisco, CA",In-Store,Winter,92,No,846.5999999999999,-316.2051
UQ00451,Cotton Long Sleeve,Tops,Blouses,Men,L,Blue,100.85,30.25,19,2024-06-20,"Los Angeles, CA",Online,Fall,73,No,1916.1499999999999,-2949.8624999999997
UQ00452,Cotton Long Sleeve,Tops,Shirts,Unisex,S,White,16.47,4.94,9,2025-01-31,"Chicago, IL",Online,Spring,2,Yes,148.23,-64.8918
UQ00453,Mini Shoulder Bag,Accessories,Bags,Men,XL,White,125.57,37.67,5,2024-07-06,"New York, NY",Online,Fall,4,Yes,627.8499999999999,-4604.6519
UQ00454,Ultra Stretch Jeans,Bottoms,Shorts,Unisex,XS,Blue,98.07,0.0,17,2024-11-14,"Chicago, IL",Online,Summer,8,Yes,1667.1899999999998,98.07
UQ00455,Ultra Light Down Jacket,Outerwear,Parkas,Unisex,XXL,Red,139.79,13.98,17,2025-02-15,"New York, NY",In-Store,Winter,60,No,2376.43,-1814.4741999999999
UQ00456,Cotton Long Sleeve,Tops,Blouses,Men,XS,White,46.33,13.9,3,2025-01-17,"Chicago, IL",Online,Summer,49,No,138.99,-597.657
UQ00457,HeatTech Scarf,Accessories,Bags,Unisex,XXL,Gray,78.67,0.0,17,2025-01-10,"Houston, TX",Online,Fall,87,No,1337.39,78.67
UQ00458,BlockTech Parka,Outerwear,Jackets,Unisex,L,White,135.54,0.0,3,2024-12-25,"Los Angeles, CA",Online,Winter,12,Yes,406.62,135.54
UQ00459,UV Cut Hat,Accessories,Hats,Unisex,XS,Blue,41.23,8.25,15,2024-10-05,"Los Angeles, CA",In-Store,Spring,88,No,618.4499999999999,-298.91749999999996
UQ00460,Ultra Light Down Jacket,Outerwear,Parkas,Men,M,White,92.91,27.87,14,2025-06-03,"San Francisco, CA",Online,Summer,97,No,1300.74,-2496.4917
UQ00461,HeatTech Scarf,Accessories,Bags,Women,XXL,Beige,73.94,7.39,3,2024-09-14,"Chicago, IL",In-Store,Summer,91,No,221.82,-472.47659999999996
UQ00462,Ultra Light Down Jacket,Outerwear,Parkas,Men,XXL,Red,76.63,22.99,3,2024-08-23,"San Francisco, CA",In-Store,Summer,24,No,229.89,-1685.0936999999997
UQ00463,Linen Shirt,Tops,Shirts,Women,XL,Red,129.21,25.84,10,2025-02-20,"Chicago, IL",Online,Spring,8,Yes,1292.1000000000001,-3209.5764000000004
UQ00464,HeatTech Scarf,Accessories,Scarves,Women,XS,Gray,55.97,5.6,5,2025-03-10,"San Francisco, CA",Online,Winter,10,Yes,279.85,-257.462
UQ00465,Mini Shoulder Bag,Accessories,Bags,Unisex,S,Black,22.08,2.21,15,2024-10-05,"Houston, TX",Online,Fall,37,No,331.2,-26.716799999999996
UQ00466,Linen Shirt,Tops,Blouses,Men,XXL,Red,46.27,9.25,5,2024-09-05,"New York, NY",In-Store,Fall,47,No,231.35000000000002,-381.7275
UQ00467,HeatTech Scarf,Accessories,Hats,Men,XS,Black,79.32,7.93,6,2024-09-16,"San Francisco, CA",In-Store,Summer,36,No,475.91999999999996,-549.6876
UQ00468,BlockTech Parka,Outerwear,Jackets,Women,M,Beige,40.73,12.22,13,2024-11-05,"San Francisco, CA",In-Store,Summer,27,No,529.49,-456.9906
UQ00469,HeatTech Scarf,Accessories,Scarves,Unisex,S,Navy,20.56,6.17,17,2024-07-25,"Chicago, IL",In-Store,Fall,39,No,349.52,-106.2952
UQ00470,Chino Shorts,Bottoms,Shorts,Unisex,L,Blue,133.51,26.7,19,2025-02-20,"San Francisco, CA",Online,Spring,57,No,2536.6899999999996,-3431.207
UQ00471,Cotton Long Sleeve,Tops,Blouses,Unisex,XXL,Red,89.88,26.96,8,2025-02-10,"Los Angeles, CA",In-Store,Fall,97,No,719.04,-2333.2848
UQ00472,Chino Shorts,Bottoms,Jeans,Men,L,Gray,86.03,25.81,13,2024-09-29,"San Francisco, CA",Online,Fall,32,No,1118.39,-2134.4042999999997
UQ00473,Mini Shoulder Bag,Accessories,Scarves,Unisex,XXL,Red,132.91,26.58,19,2024-11-29,"New York, NY",In-Store,Spring,79,No,2525.29,-3399.8378
UQ00474,Leggings Pants,Bottoms,Jeans,Men,XXL,White,102.08,30.62,1,2024-10-05,"Chicago, IL",Online,Winter,58,No,102.08,-3023.6096000000002
UQ00475,Linen Shirt,Tops,Blouses,Women,XXL,Blue,131.32,26.26,9,2025-05-31,"Los Angeles, CA",Online,Winter,12,Yes,1181.8799999999999,-3317.1432
UQ00476,AIRism T-Shirt,Tops,Shirts,Women,S,White,127.08,0.0,10,2025-03-23,"Los Angeles, CA",Online,Spring,99,No,1270.8,127.08
UQ00477,Chino Shorts,Bottoms,Shorts,Men,S,Black,96.51,19.3,6,2025-06-03,"New York, NY",In-Store,Fall,59,No,579.0600000000001,-1766.1330000000003
UQ00478,BlockTech Parka,Outerwear,Coats,Unisex,XL,Blue,32.1,3.21,11,2024-07-03,"San Francisco, CA",In-Store,Summer,44,No,353.1,-70.941
UQ00479,AIRism T-Shirt,Tops,Shirts,Men,S,Black,131.96,26.39,19,2024-06-08,"San Francisco, CA",Online,Winter,30,No,2507.2400000000002,-3350.4644000000003
UQ00480,HeatTech Scarf,Accessories,Hats,Unisex,L,Blue,125.51,37.65,10,2024-11-29,"Houston, TX",In-Store,Summer,31,No,1255.1000000000001,-4599.9415
UQ00481,Linen Shirt,Tops,Blouses,Women,XS,Red,56.82,0.0,7,2025-02-01,"Houston, TX",Online,Spring,30,No,397.74,56.82
UQ00482,Cotton Long Sleeve,Tops,Blouses,Men,XL,Red,10.06,3.02,2,2025-01-09,"Chicago, IL",Online,Fall,77,No,20.12,-20.3212
UQ00483,Cotton Long Sleeve,Tops,T-Shirts,Women,M,Red,115.83,23.17,12,2024-07-13,"San Francisco, CA",Online,Spring,38,No,1389.96,-2567.9511
